owner_source,owner_locator,owner_id,owner_requirement,scope,cm_cluster,current_owning_module,current_ui_component,read_path,write_action_path,canonical_producer,api_service,persistence_evidence,authorization_capability,test_evidence,current_result,qualification
overall flow 7(3).docx,"Table 16, row 4 / A03",A03,Distinguish a person owner from an owner/company/legal entity,BOUNDARY,CM18 Project identity / location context,Contract + owning module,Overview / Sources,GET .../{id}/project-context,Owning Project/Client services,canonical Client/Project/Contract,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 7(3).docx,"Table 16, row 5 / A04",A04,"Client, owner, tenant/applicant and other party roles must not be assumed equal",BOUNDARY,CM18 Project identity / location context,Contract + owning module,Overview / Sources,GET .../{id}/project-context,Owning Project/Client services,canonical Client/Project/Contract,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 7(3).docx,"Table 16, row 6 / A05",A05,The person AMEC actually follows up with must be separate from the contractual/legal client,DIRECT,CM17 Operational roles / contacts / communications,Contract,ContactRouting / Operations,GET /api/admin/contracts/{id}/operations,POST .../operational-contact-routing; .../missing-document-follow-up,ContactPoint + WorkflowTask,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_contract_operational_contacts.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 16, row 7 / A06",A06,Legal names must come from evidence such as the lease/contract; don't casually type a different version,DIRECT,CM15 Authorization/forms sent with Contract / AI assist,Contract,FormsAndAuthorizations / Intelligence,GET /api/admin/contracts/{id}; GET /api/admin/forms,Content Library owns governed Form mutations,Master Content / Forms projection,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ + Content Library policy,test_source15_current_contract_controls.py; test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 16, row 8 / A07",A07,"Preserve actual activity/use and change-of-activity scope: workshop, repair/body/paint, administrative building, etc.",BOUNDARY,CM18 Project identity / location context,Contract + owning module,Overview / Sources,GET .../{id}/project-context,Owning Project/Client services,canonical Client/Project/Contract,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 7(3).docx,"Table 16, row 9 / A08",A08,"Preserve physical location: locality, industrial zone, street/landmark and useful map/location context",BOUNDARY,CM18 Canonical Project/Contract context,Contract + owning module,Overview / Sources,GET .../{id}/project-context,Owning Project/Client services,canonical Client/Project/Contract,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 7(3).docx,"Table 18, row 2 / C01",C01,Every project needs an explicit primary operational contact,DIRECT,CM17 Operational responsibilities / contacts,Contract,ContactRouting / Operations,GET /api/admin/contracts/{id}/operations,POST .../operational-contact-routing; .../missing-document-follow-up,ContactPoint + WorkflowTask,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_contract_operational_contacts.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 18, row 3 / C02",C02,"Preserve that person's role: representative, Project Manager, garage contact, etc.",DIRECT,CM17 Operational roles / contacts,Contract,ContactRouting / Operations,GET /api/admin/contracts/{id}/operations,POST .../operational-contact-routing; .../missing-document-follow-up,ContactPoint + WorkflowTask,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_contract_operational_contacts.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 18, row 4 / C03",C03,Store phone/email through canonical contact data,DIRECT,CM17 Operational roles / contacts,Contract,ContactRouting / Operations,GET /api/admin/contracts/{id}/operations,POST .../operational-contact-routing; .../missing-document-follow-up,ContactPoint + WorkflowTask,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_contract_operational_contacts.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 18, row 5 / C04",C04,Support more than one contact / alternate contacts,DIRECT,CM17 Operational responsibilities / contacts,Contract,ContactRouting / Operations,GET /api/admin/contracts/{id}/operations,POST .../operational-contact-routing; .../missing-document-follow-up,ContactPoint + WorkflowTask,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_contract_operational_contacts.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 18, row 6 / C05",C05,Contact must have purpose/source/verification/effective state where necessary,DIRECT,CM17 Operational responsibilities / contacts,Contract,ContactRouting / Operations,GET /api/admin/contracts/{id}/operations,POST .../operational-contact-routing; .../missing-document-follow-up,ContactPoint + WorkflowTask,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_contract_operational_contacts.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 18, row 7 / C06",C06,"If the Owner doesn't remember the exact person's name, do not guess it",DIRECT,CM17 Operational roles / contacts / communications,Contract,ContactRouting / Operations,GET /api/admin/contracts/{id}/operations,POST .../operational-contact-routing; .../missing-document-follow-up,ContactPoint + WorkflowTask,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_contract_operational_contacts.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 18, row 8 / C07",C07,"At every meaningful project stage, proactively update the client/owner—e.g. “your transaction has moved to Safety”",DIRECT,CM08 Operations / delay / exception control,Contract,Operations,GET /api/admin/contracts/{id}/operations,Contract projection only; no complete alert/send mutation,Contract operations read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_contract_operational_contacts.py; browser owner hardening,FAIL,"Current operations projection exposes status/risk/next action, but proactive alert and client-stage communication workflow is absent."
overall flow 7(3).docx,"Table 18, row 9 / C08",C08,"Preserve an external communication history: what was communicated, to whom, by whom, when and via which channel",DIRECT,CM17 Operational responsibilities / contacts,Contract,ContactRouting / Operations,GET /api/admin/contracts/{id}/operations,POST .../operational-contact-routing; .../missing-document-follow-up,ContactPoint + WorkflowTask,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_contract_operational_contacts.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 18, row 10 / C09",C09,Assign the next follow-up to an AMEC person such as Manar,DIRECT,CM17 Operational responsibilities / contacts,Contract,ContactRouting / Operations,GET /api/admin/contracts/{id}/operations,POST .../operational-contact-routing; .../missing-document-follow-up,ContactPoint + WorkflowTask,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_contract_operational_contacts.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 20, row 8 / E07",E07,"When technical/regulatory work reaches the appropriate completed milestone, evaluate/raise the final invoice",BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 8(3).docx,"Table 2, row 4 / A03",A03,Designs/services must comply with applicable state regulations,DIRECT,CM12 ServiceEngagement / Service Scope setup,Contract + owning module,ServiceScopeSetup / Handover,GET .../{id}/project-context,POST /api/handover/service-engagements (owning module),Handover ServiceEngagement,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,SERVICE_SCOPE_CREATE (Handover),test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 8(3).docx,"Table 3, row 3 / B02",B02,"Project Manager may be a separate organization, or the Consultant may perform that function",OUT_OF_SCOPE,None None,Outside Contract scope,Out-of-scope evidence,N/A,N/A,scope ledger,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,owning-module capability,scope evidence,NOT_APPLICABLE_WITH_PROOF,Workbook scope marks this row outside Contract/Mobilization; the owning module remains responsible.
overall flow 8(3).docx,"Table 3, row 4 / B03",B03,Consultant's design/licensing responsibility is distinct from supervision responsibility,OUT_OF_SCOPE,None None,Outside Contract scope,Out-of-scope evidence,N/A,N/A,scope ledger,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,owning-module capability,scope evidence,NOT_APPLICABLE_WITH_PROOF,Workbook scope marks this row outside Contract/Mobilization; the owning module remains responsible.
overall flow 8(3).docx,"Table 3, row 5 / B04",B04,"Architecture, Structural, Electrical, Mechanical and Safety disciplines must remain distinguishable",OUT_OF_SCOPE,None None,Outside Contract scope,Out-of-scope evidence,N/A,N/A,scope ledger,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,owning-module capability,scope evidence,NOT_APPLICABLE_WITH_PROOF,Workbook scope marks this row outside Contract/Mobilization; the owning module remains responsible.
overall flow 8(3).docx,"Table 3, row 6 / B05",B05,Engineering disciplines must coordinate rather than work as independent document silos,OUT_OF_SCOPE,None None,Outside Contract scope,Out-of-scope evidence,N/A,N/A,scope ledger,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,owning-module capability,scope evidence,NOT_APPLICABLE_WITH_PROOF,Workbook scope marks this row outside Contract/Mobilization; the owning module remains responsible.
overall flow 8(3).docx,"Table 4, row 3 / C02",C02,Design service produces coordinated technical drawings/deliverables,DIRECT,CM12 ServiceEngagement / Service Scope setup,Contract + owning module,ServiceScopeSetup / Handover,GET .../{id}/project-context,POST /api/handover/service-engagements (owning module),Handover ServiceEngagement,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,SERVICE_SCOPE_CREATE (Handover),test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 8(3).docx,"Table 4, row 4 / C03",C03,Design service can continue through authority licensing/permit,DIRECT,CM12 ServiceEngagement / Service Scope setup,Contract + owning module,ServiceScopeSetup / Handover,GET .../{id}/project-context,POST /api/handover/service-engagements (owning module),Handover ServiceEngagement,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,SERVICE_SCOPE_CREATE (Handover),test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 8(3).docx,"Table 4, row 5 / C04",C04,Supervision reviews contractor shop drawings against approved design,DIRECT,CM04 Maker / checker / independent review,Contract,Review,GET /api/admin/contracts/{id},POST .../checker,ContractRevision maker_checker,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_CHECKER,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 4, row 6 / C05",C05,Supervision reviews/approves contractor materials,DIRECT,CM04 Maker / checker / independent review,Contract,Review,GET /api/admin/contracts/{id},POST .../checker,ContractRevision maker_checker,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_CHECKER,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 5, row 8 / D07",D07,Client approval / PO or equivalent transitions accepted business into Contract processing,DIRECT,CM01 Proposal→Contract accepted commercial baseline,Contract,ContractRegister / Commercial,GET /api/admin/contracts/{id},POST /api/admin/contracts/from-proposal/{proposal_id}; PATCH /api/admin/contracts/{id},AcceptedProposalRevision + ContractRevision,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT / CONTRACT_READ,test_admin_contract_owner_session.py; proposals-contract tests,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 5, row 9 / D08",D08,Delivery/Engineering does not start working from an unaccepted BD opportunity; controlled handoff occurs later,BOUNDARY,CM14 Downstream handoff,Contract + owning module,Project context / Handover,GET .../{id}/project-context,Owning Engineering/Permit handoff action,Engineering/Permit owning workflow,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,owning Engineering/Permit capability,test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 8(3).docx,"Table 6, row 2 / E01",E01,"BD→Admin handoff includes tender/RFQ email, tender docs, owner documents, accepted Proposal and associated evidence",DIRECT,CM01 Proposal→Contract accepted commercial baseline,Contract,ContractRegister / Commercial,GET /api/admin/contracts/{id},POST /api/admin/contracts/from-proposal/{proposal_id}; PATCH /api/admin/contracts/{id},AcceptedProposalRevision + ContractRevision,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT / CONTRACT_READ,test_admin_contract_owner_session.py; proposals-contract tests,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 6, row 3 / E02",E02,Contract derives from an approved/controlled AMEC/authority-compatible template,DIRECT,CM02 Controlled Contract template / generation,Contract,ContractSourceIntake / Forms,GET /api/admin/contracts/{id},POST /api/admin/contracts/{id}/documents/upload,MasterContentItem + ContractTemplateSnapshot,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; Content Library tests,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 6, row 4 / E03",E03,"Contract preserves commercial truth from Proposal: scope, price, payment terms, penalties/conditions",DIRECT,CM01 Proposal→Contract accepted commercial baseline,Contract,ContractRegister / Commercial,GET /api/admin/contracts/{id},POST /api/admin/contracts/from-proposal/{proposal_id}; PATCH /api/admin/contracts/{id},AcceptedProposalRevision + ContractRevision,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT / CONTRACT_READ,test_admin_contract_owner_session.py; proposals-contract tests,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 6, row 5 / E04",E04,Contract/project setup includes a structured client-document checklist,BOUNDARY,CM11 Client document collection / minimum Design handoff readiness,Contract,ContractSourceIntake / MissingDocumentFollowup,GET /api/admin/contracts/{id},POST .../documents/upload; POST .../missing-document-follow-up,DocumentVersion + readiness/work task,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; test_handover_final_closure_bridge.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 6, row 6 / E05",E05,Required authorization/forms should be assembled and sent with the Contract rather than repeatedly disturbing the client later,DIRECT,CM15 Authorization/forms sent with Contract / AI assist,Contract,FormsAndAuthorizations / Intelligence,GET /api/admin/contracts/{id}; GET /api/admin/forms,Content Library owns governed Form mutations,Master Content / Forms projection,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ + Content Library policy,test_source15_current_contract_controls.py; test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 6, row 7 / E06",E06,Client/Owner signs the delegation/authorization; AMEC cannot sign on their behalf,DIRECT,CM15 Human/AI protected form authority,Contract,FormsAndAuthorizations / Intelligence,GET /api/admin/contracts/{id}; GET /api/admin/forms,Content Library owns governed Form mutations,Master Content / Forms projection,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ + Content Library policy,test_source15_current_contract_controls.py; test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 6, row 8 / E07",E07,AI may read source documents and populate Contract/forms,DIRECT,CM02 Controlled Contract template / generation,Contract,ContractSourceIntake / Forms,GET /api/admin/contracts/{id},POST /api/admin/contracts/{id}/documents/upload,MasterContentItem + ContractTemplateSnapshot,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; Content Library tests,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 6, row 9 / E08",E08,Human reviews/accepts AI output; AI cannot autonomously sign/approve/send protected forms,DIRECT,CM15 Human/AI protected form authority,Contract,FormsAndAuthorizations / Intelligence,GET /api/admin/contracts/{id}; GET /api/admin/forms,Content Library owns governed Form mutations,Master Content / Forms projection,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ + Content Library policy,test_source15_current_contract_controls.py; test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 6, row 10 / E09",E09,"Signed Contract/forms and source evidence require versioned, durable storage/provenance",DIRECT,CM06 Executed/signed Contract evidence & client delivery,Contract,ContractExecutionHandoff,GET /api/admin/contracts/{id},POST .../executed-evidence; .../client-copy-distribution; .../operations-handoff,DocumentVersion + ContractAdminEvidence,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EXECUTION / CONTRACT_HANDOFF,test_admin_contract_owner_session.py; browser owner hardening,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 6, row 11 / E10",E10,"Existing-building work must preserve Old Approval, old drawings/licenses, owner documents and Owner/BD sketches as Engineering handoff evidence",BOUNDARY,CM14 Downstream handoff,Contract + owning module,Project context / Handover,GET .../{id}/project-context,Owning Engineering/Permit handoff action,Engineering/Permit owning workflow,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,owning Engineering/Permit capability,test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 8(3).docx,"Table 7, row 2 / F01",F01,Engineer receives a governed Contract/Project/service handoff before working,BOUNDARY,CM14 Downstream Engineering/Permit handoff context,Contract + owning module,Project context / Handover,GET .../{id}/project-context,Owning Engineering/Permit handoff action,Engineering/Permit owning workflow,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,owning Engineering/Permit capability,test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 8(3).docx,"Table 8, row 2 / G01",G01,Exact Contract/service scope defines invoice events/payment conditions,DIRECT,CM07 Contract terms / payment schedule / deliverables / client inputs,Contract,ContractRevisionEditor / ContractCommitments,GET /api/admin/contracts/{id},PATCH .../{id}; POST .../commercial-terms; .../deliverables; .../client-inputs,ContractRevision-bound commitment rows,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 8, row 3 / G02",G02,Operations/project tracker should know when the next invoice becomes due from project/service progress,BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 8(3).docx,"Table 8, row 4 / G03",G03,Invoice preparation should reuse Contract client/project/contact truth rather than retyping,BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 8(3).docx,"Table 8, row 5 / G04",G04,Invoice may be delivered/followed up through WhatsApp/email using the correct contact,BOUNDARY,CM13 Finance contact/follow-up boundary,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 8(3).docx,"Table 8, row 6 / G05",G05,Administrative invoice follow-up is separate from cheque/accounting handling,BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 8(3).docx,"Table 8, row 7 / G06",G06,Third-Party service can require 100% payment upfront,DIRECT,CM12 ServiceEngagement / Service Scope setup,Contract + owning module,ServiceScopeSetup / Handover,GET .../{id}/project-context,POST /api/handover/service-engagements (owning module),Handover ServiceEngagement,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,SERVICE_SCOPE_CREATE (Handover),test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 8(3).docx,"Table 8, row 8 / G07",G07,Supervision normally uses a monthly recurring invoice,DIRECT,CM12 ServiceEngagement / Service Scope setup,Contract + owning module,ServiceScopeSetup / Handover,GET .../{id}/project-context,POST /api/handover/service-engagements (owning module),Handover ServiceEngagement,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,SERVICE_SCOPE_CREATE (Handover),test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 8(3).docx,"Table 8, row 9 / G08",G08,"Design/Licensing invoices can be milestone-based—advance, Architectural approval, DC1, license, DC2/final delivery, etc.—and vary by Contract",BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 8(3).docx,"Table 8, row 10 / G09",G09,"Fixed monthly Supervision invoices may reuse description/value while period/date/reference advance, but only when controlled by Contract",BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 8(3).docx,"Table 10, row 3 / I02",I02,"Work, documents, authority status, invoices and Handover must remain linked to the same Project/Contract rather than separate Excel truths",BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 8(3).docx,"Table 14, row 8 / A07",A07,Owner/client identity should be verified against governing evidence such as lease/contract rather than transcription/memory,DIRECT,CM15 Authorization/forms sent with Contract / AI assist,Contract,FormsAndAuthorizations / Intelligence,GET /api/admin/contracts/{id}; GET /api/admin/forms,Content Library owns governed Form mutations,Master Content / Forms projection,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ + Content Library policy,test_source15_current_contract_controls.py; test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 15, row 3 / B02",B02,Preserve Contract Date,DIRECT,CM07 Contract terms / payment schedule / deliverables / client inputs,Contract,ContractRevisionEditor / ContractCommitments,GET /api/admin/contracts/{id},PATCH .../{id}; POST .../commercial-terms; .../deliverables; .../client-inputs,ContractRevision-bound commitment rows,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 15, row 4 / B03",B03,Preserve Contract Period/Days distinctly from permit/authority work periods,DIRECT,CM07 Contract terms / payment schedule / deliverables / client inputs,Contract,ContractRevisionEditor / ContractCommitments,GET /api/admin/contracts/{id},PATCH .../{id}; POST .../commercial-terms; .../deliverables; .../client-inputs,ContractRevision-bound commitment rows,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 15, row 5 / B04",B04,Make outstanding Balance/commercial amount visible in project context,BOUNDARY,CM13 Finance contact/follow-up boundary,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
